price,year,age_years,listed_date,mileage,make_name,model_name,trim_name,body_type,transmission,fuel_type,wheel_system,engine_disp_l,cylinders_num,engine_type_std,fleet,frame_damaged,has_accidents,fleet_unknown,frame_damaged_unknown,has_accidents_unknown,disp_missing,etype_missing,log_mileage,age_sq,pred_price,residual
23695.0,2019.0,0.0,2019-06-29,12.0,Mazda,MAZDA3,Sedan FWD,Sedan,A,Gasoline,FWD,2.5,4.0,I4,0,0,0,False,False,False,False,False,1.0791812460476249,0.0,22045.08350427215,-1649.9164957278517
54500.0,2020.0,0.0,2020-07-01,8.0,Land Rover,Discovery Sport,SE AWD,SUV / Crossover,A,Gasoline,AWD,2.0,4.0,I4,0,0,0,False,False,False,False,False,0.9030899869919435,0.0,51749.32312423584,-2750.676875764162
68905.0,2020.0,0.0,2020-03-06,6.0,Land Rover,Discovery,V6 HSE AWD,SUV / Crossover,A,Gasoline,AWD,3.0,6.0,V6,0,0,0,False,False,False,False,False,0.7781512503836436,0.0,70565.67862658961,1660.678626589608
54515.0,2020.0,0.0,2020-08-15,7.0,Land Rover,Discovery Sport,SE AWD,SUV / Crossover,A,Gasoline,AWD,2.0,4.0,I4,0,0,0,False,False,False,False,False,0.8450980400142568,0.0,51658.58958594421,-2856.41041405579
24245.0,2019.0,0.0,2019-03-30,10.0,Mazda,CX-3,Sport FWD,SUV / Crossover,A,Gasoline,FWD,2.0,4.0,I4,0,0,0,False,False,False,False,False,1.0,0.0,21017.007621005396,-3227.992378994604
27587.0,2019.0,0.0,2019-04-06,20.0,Jeep,Renegade,Latitude 4WD,SUV / Crossover,A,Gasoline,4WD,1.3,4.0,I4,0,0,0,False,False,False,False,False,1.3010299956639813,0.0,24792.35780635926,-2794.6421936407387
54540.0,2020.0,0.0,2020-07-01,11.0,Land Rover,Discovery Sport,SE AWD,SUV / Crossover,A,Gasoline,AWD,2.0,4.0,I4,0,0,0,False,False,False,False,False,1.0413926851582251,0.0,51838.54245491343,-2701.457545086567
68950.0,2020.0,0.0,2020-02-26,13.0,Land Rover,Discovery,Td6 SE AWD,SUV / Crossover,A,Diesel,AWD,3.0,6.0,V6 DIESEL,0,0,0,False,False,False,False,False,1.1139433523068367,0.0,70448.20874655877,1498.2087465587683
69040.0,2020.0,0.0,2020-07-01,10.0,Land Rover,Range Rover Velar,P250 R-Dynamic S AWD,SUV / Crossover,A,Gasoline,AWD,2.0,4.0,I4,0,0,0,False,False,False,False,False,1.0,0.0,66763.18009234323,-2276.819907656769
28345.0,2019.0,0.0,2019-03-30,569.0,Mazda,CX-5,Sport FWD,SUV / Crossover,A,Gasoline,FWD,2.5,4.0,I4,0,0,0,False,False,False,False,False,2.7551122663950713,0.0,25021.1975233638,-3323.8024766361996
55525.0,2020.0,0.0,2020-04-25,7.0,Land Rover,Range Rover Evoque,P250 SE AWD,SUV / Crossover,A,Gasoline,AWD,2.0,4.0,I4,0,0,0,False,False,False,False,False,0.8450980400142568,0.0,58526.32243374039,3001.322433740388
27587.0,2019.0,0.0,2019-04-06,7.0,Jeep,Renegade,Latitude 4WD,SUV / Crossover,A,Gasoline,4WD,1.3,4.0,I4,0,0,0,False,False,False,False,False,0.8450980400142568,0.0,23515.371340544865,-4071.6286594551348
69095.0,2020.0,0.0,2020-07-01,13.0,Land Rover,Discovery,V6 Landmark Edition,SUV / Crossover,A,Gasoline,AWD,3.0,6.0,V6,0,0,0,False,False,False,False,False,1.1139433523068367,0.0,69983.72328636232,888.7232863623212
55750.0,2020.0,0.0,2020-01-23,110.0,Land Rover,Discovery Sport,S R-Dynamic AWD,SUV / Crossover,A,Gasoline,AWD,2.0,4.0,I4,0,0,0,False,False,False,False,False,2.041392685158225,0.0,53799.10266993264,-1950.8973300673606
13324.0,2017.0,3.0,2020-08-07,30707.0,Hyundai,Elantra,Sport Sedan FWD,Sedan,A,Gasoline,FWD,1.6,4.0,I4,0,0,0,False,False,False,False,False,4.487237388989864,9.0,16787.545132552706,3463.5451325527065
14639.0,2018.0,2.0,2020-07-16,42394.0,Chevrolet,Malibu,LT FWD,Sedan,A,Gasoline,FWD,1.5,4.0,I4,1,0,0,False,False,False,False,False,4.627304395477659,4.0,15528.066408472769,889.0664084727687
55925.0,2020.0,0.0,2020-02-21,20.0,Land Rover,Discovery Sport,SE R-Dynamic AWD,SUV / Crossover,A,Gasoline,AWD,2.0,4.0,I4,0,0,0,False,False,False,False,False,1.3010299956639813,0.0,56900.53950383723,975.5395038372299
32000.0,2018.0,2.0,2020-08-04,62251.0,Lexus,RC 350,AWD,Coupe,A,Gasoline,AWD,3.5,6.0,V6,0,0,0,False,False,False,False,False,4.7941463323299205,4.0,34117.01148219517,2117.011482195172
23723.0,2018.0,2.0,2020-08-13,36410.0,Chevrolet,Traverse,LT Cloth FWD,SUV / Crossover,A,Gasoline,FWD,3.6,6.0,V6,0,0,0,False,False,False,False,False,4.561220678933943,4.0,28219.771986063974,4496.771986063974
16200.0,2017.0,3.0,2020-08-19,15778.0,Jeep,Renegade,Altitude 4WD,SUV / Crossover,A,,4WD,2.4,,I4,0,0,0,False,False,False,False,True,4.198051951724344,9.0,19407.427884310564,3207.427884310564
29295.0,2019.0,0.0,2019-03-30,10.0,Mazda,CX-3,Grand Touring FWD,SUV / Crossover,A,Gasoline,FWD,2.0,4.0,I4,0,0,0,False,False,False,False,False,1.0,0.0,26335.78550668592,-2959.2144933140808
28345.0,2019.0,0.0,2019-03-30,16.0,Mazda,CX-5,Sport FWD,SUV / Crossover,A,Gasoline,FWD,2.5,4.0,I4,0,0,0,False,False,False,False,False,1.2041199826559248,0.0,25792.03614582054,-2552.9638541794593
22422.0,2017.0,3.0,2020-08-13,36055.0,Chevrolet,Traverse,1LT AWD,SUV / Crossover,A,Gasoline,AWD,3.6,6.0,V6,0,0,1,False,False,False,False,False,4.556965499896942,9.0,24162.88888373739,1740.8888837373888
56478.0,2020.0,0.0,2020-01-12,9.0,Land Rover,Range Rover Evoque,P250 SE AWD,SUV / Crossover,A,Gasoline,AWD,2.0,4.0,I4,0,0,0,False,False,False,False,False,0.9542425094393249,0.0,58446.03821625944,1968.0382162594397
29424.0,2018.0,2.0,2020-08-16,25745.0,Jeep,Grand Cherokee,Altitude 4WD,SUV / Crossover,A,Gasoline,4WD,3.6,6.0,V6,0,0,0,False,False,False,False,False,4.410692896163254,4.0,31981.219579071807,2557.219579071807
17000.0,2017.0,3.0,2020-08-20,14607.0,Jeep,Compass,X High Altitude 4WD,SUV / Crossover,A,Gasoline,4WD,2.4,4.0,I4,0,0,0,False,False,False,False,False,4.164561029265557,9.0,18219.57329878521,1219.5732987852098
17300.0,2018.0,2.0,2020-08-19,19801.0,Subaru,Impreza,2.0i Touring Wagon AWD,Hatchback,CVT,,,2.0,,H4,0,0,0,False,False,False,True,True,4.296687123772402,4.0,17166.34874777279,-133.65125222720962
16900.0,2020.0,0.0,2020-05-30,3073.0,Hyundai,Veloster,2.0L Premium FWD,Coupe,A,Gasoline,FWD,2.0,4.0,I4,0,0,0,False,False,False,False,False,3.4875625602563782,0.0,22232.15626248744,5332.156262487439
25500.0,2017.0,3.0,2020-08-05,16467.0,Jeep,Grand Cherokee,Limited 4WD,SUV / Crossover,A,Gasoline,4WD,3.0,6.0,V6,0,0,0,False,False,False,False,False,4.216614485501277,9.0,30437.73742927146,4937.737429271459
23939.0,2018.0,2.0,2020-07-30,37536.0,Chevrolet,Traverse,LT Cloth FWD,SUV / Crossover,A,Gasoline,FWD,3.6,6.0,V6,0,0,0,False,False,False,False,False,4.574447990435435,4.0,28078.7013990235,4139.701399023499
31339.0,2019.0,1.0,2020-01-07,6946.0,Cadillac,XT4,Premium Luxury FWD,SUV / Crossover,A,Gasoline,FWD,2.0,4.0,I4,0,0,0,False,False,False,False,False,3.8417347789747436,1.0,38248.11826105392,6909.118261053918
13000.0,2016.0,4.0,2020-08-20,25794.0,Chrysler,200,Limited Sedan FWD,Sedan,A,Gasoline,FWD,2.4,4.0,I4,0,0,0,False,False,False,False,False,4.411518695500651,16.0,13335.517987813282,335.51798781328216
25700.0,2017.0,3.0,2020-08-19,44138.0,Jeep,Grand Cherokee,Limited 4WD,SUV / Crossover,A,Gasoline,4WD,3.0,6.0,V6,0,0,0,False,False,False,False,False,4.6448126503335105,9.0,27683.27345427057,1983.2734542705693
56515.0,2020.0,0.0,2020-04-25,7.0,Land Rover,Discovery Sport,SE R-Dynamic AWD,SUV / Crossover,A,Gasoline,AWD,2.0,4.0,I4,0,0,0,False,False,False,False,False,0.8450980400142568,0.0,56694.03269739116,179.03269739115785
31221.0,2019.0,0.0,2019-04-23,20.0,Jeep,Renegade,Trailhawk 4WD,SUV / Crossover,A,Gasoline,4WD,1.3,4.0,I4,0,0,0,False,False,False,False,False,1.3010299956639813,0.0,28481.959985158614,-2739.0400148413864
26343.0,2018.0,2.0,2020-06-18,29695.0,Chevrolet,Traverse,LT Cloth FWD,SUV / Crossover,A,Gasoline,FWD,3.6,6.0,V6,0,0,0,False,False,False,False,False,4.472683329613041,4.0,28485.26150155425,2142.2615015542506
6500.0,2013.0,7.0,2020-09-09,57995.0,Chrysler,200,Touring Sedan FWD,Sedan,A,,FWD,3.6,,I4,1,0,0,False,False,False,False,True,4.7633905527696125,49.0,8329.696460425655,1829.6964604256555
16224.0,2017.0,3.0,2020-06-25,31232.0,Chevrolet,Equinox,LT FWD,SUV / Crossover,A,Gasoline,FWD,2.4,4.0,I4,0,0,0,False,False,False,False,False,4.4945997959865975,9.0,17582.504581289708,1358.5045812897079
14849.0,2016.0,4.0,2020-08-24,35392.0,Jeep,Renegade,Latitude 75th Anniversary 4WD,SUV / Crossover,M,Gasoline,4WD,2.4,4.0,I4,0,0,1,False,False,False,False,False,4.548905105288585,16.0,16943.61767858311,2094.6176785831085
32195.0,2019.0,0.0,2019-06-20,11.0,Mazda,MAZDA3,Premium Sedan FWD,Sedan,A,Gasoline,FWD,2.5,4.0,I4,0,0,0,False,False,False,False,False,1.0413926851582251,0.0,27098.79913994113,-5096.200860058871
76640.0,2020.0,0.0,2020-03-06,7.0,Land Rover,Discovery,V6 HSE Luxury AWD,SUV / Crossover,A,Gasoline,AWD,3.0,6.0,V6,0,0,0,False,False,False,False,False,0.8450980400142568,0.0,71676.59184082325,-4963.408159176746
76430.0,2020.0,0.0,2020-02-21,10.0,Land Rover,Range Rover Sport,V6 SE 4WD,SUV / Crossover,A,Gasoline,AWD,3.0,6.0,I6,0,0,0,False,False,False,False,False,1.0,0.0,77703.01314893989,1273.0131489398918
18700.0,2014.0,6.0,2020-07-25,99933.0,Jeep,Wrangler Unlimited,Sport 4WD,SUV / Crossover,A,Gasoline,4WD,3.6,6.0,V6,0,0,0,False,False,False,False,False,4.999708925176167,36.0,25379.572836557687,6679.572836557687
27300.0,2018.0,2.0,2020-07-29,15732.0,Dodge,Durango,GT AWD,SUV / Crossover,A,Gasoline,AWD,3.6,6.0,V6,0,0,1,False,False,False,False,False,4.196783937737709,4.0,31504.754947612462,4204.754947612462
39000.0,2018.0,2.0,2020-08-29,24057.0,Jeep,Wrangler Unlimited,Sahara 4WD,SUV / Crossover,A,Gasoline,4WD,3.6,6.0,V6,0,0,0,False,False,False,False,False,4.381241468195862,4.0,40131.60234727821,1131.6023472782108
23000.0,2017.0,3.0,2020-08-06,17935.0,Mercedes-Benz,CLA-Class,CLA 250 4MATIC,Sedan,A,Gasoline,AWD,2.0,4.0,I4,0,0,1,False,False,False,False,False,4.253701381011985,9.0,25596.103765596992,2596.103765596992
20879.0,2020.0,0.0,2020-06-10,15289.0,Chevrolet,Equinox,1.5T LT AWD,SUV / Crossover,A,Gasoline,4WD,1.5,4.0,I4,1,0,0,False,False,False,False,False,4.184379080658596,0.0,23310.166100039838,2431.166100039838
13823.0,2016.0,4.0,2020-06-24,35363.0,Chevrolet,Equinox,LT FWD,SUV / Crossover,A,Gasoline,FWD,2.4,4.0,I4,0,0,0,False,False,False,False,False,4.548549101029368,16.0,16603.76910229803,2780.769102298029
56885.0,2020.0,0.0,2020-01-23,9.0,Land Rover,Range Rover Evoque,P250 SE AWD,SUV / Crossover,A,Gasoline,AWD,2.0,4.0,I4,0,0,0,False,False,False,False,False,0.9542425094393249,0.0,58446.03821625944,1561.0382162594397
26500.0,2019.0,1.0,2020-08-20,13317.0,Dodge,Charger,GT RWD,Sedan,A,Gasoline,RWD,3.6,6.0,V6,0,0,0,False,False,False,False,False,4.124406399745029,1.0,28059.125895571004,1559.1258955710036
56635.0,2020.0,0.0,2020-07-01,13.0,Land Rover,Discovery Sport,SE R-Dynamic AWD,SUV / Crossover,A,Gasoline,AWD,2.0,4.0,I4,0,0,0,False,False,False,False,False,1.1139433523068367,0.0,56400.32122822968,-234.67877177031914
12979.0,2015.0,5.0,2020-06-17,61421.0,Chevrolet,Equinox,1LT AWD,SUV / Crossover,A,Gasoline,AWD,2.4,4.0,I4,1,0,0,False,False,False,False,False,4.7883168829462965,25.0,14191.01110814644,1212.0111081464402
13959.0,2016.0,4.0,2020-08-16,53743.0,Jeep,Compass,High Altitude Edition 4WD,SUV / Crossover,A,Gasoline,4WD,2.4,4.0,I4,0,0,0,False,False,False,False,False,4.730321905623029,16.0,15508.487537531235,1549.487537531235
32195.0,2019.0,0.0,2019-06-20,21.0,Mazda,MAZDA3,Premium Sedan FWD,Sedan,A,Gasoline,FWD,2.5,4.0,I4,0,0,0,False,False,False,False,False,1.3222192947339193,0.0,26547.70815810387,-5647.291841896131
34224.0,2018.0,2.0,2020-08-12,12916.0,Chevrolet,Silverado 1500,LT Double Cab 4WD,Pickup Truck,A,Gasoline,4WD,5.3,8.0,V8,0,0,0,False,False,False,False,False,4.111128036345124,4.0,35038.64034314617,814.6403431461731
23300.0,2012.0,8.0,2020-08-18,95997.0,Jeep,Wrangler Unlimited,Sahara 4WD,SUV / Crossover,A,Gasoline,4WD,3.6,6.0,V6,0,0,0,False,False,False,False,False,4.9822576611249465,64.0,24413.480276392052,1113.4802763920525
7200.0,2011.0,9.0,2020-09-03,91737.0,Nissan,Rogue,S AWD,SUV / Crossover,CVT,Gasoline,AWD,2.5,4.0,I4,0,0,1,False,False,False,False,False,4.962544533651326,81.0,8086.0128151844365,886.0128151844365
23300.0,2017.0,3.0,2020-08-23,31273.0,Jeep,Grand Cherokee,Laredo 4WD,SUV / Crossover,A,Gasoline,4WD,3.6,6.0,V6,0,0,0,False,False,False,False,False,4.495169544848667,9.0,25260.37442782298,1960.3744278229788
16700.0,2017.0,3.0,2020-06-20,68281.0,Chevrolet,Traverse,1LT AWD,SUV / Crossover,A,Gasoline,AWD,3.6,6.0,V6,0,0,0,False,False,False,False,False,4.834299872889411,9.0,20902.10282053417,4202.102820534172
32195.0,2019.0,0.0,2019-06-20,20.0,Mazda,MAZDA3,Premium Sedan FWD,Sedan,A,Gasoline,FWD,2.5,4.0,I4,0,0,0,False,False,False,False,False,1.3010299956639813,0.0,26488.702761097134,-5706.2972389028655
25000.0,2017.0,3.0,2020-08-05,29191.0,Jeep,Grand Cherokee,Limited 4WD,SUV / Crossover,A,Gasoline,4WD,3.0,6.0,V6,0,0,0,False,False,False,False,False,4.465248972927137,9.0,29603.47265407314,4603.472654073139
57282.0,2020.0,0.0,2020-01-11,8.0,Land Rover,Range Rover Evoque,P250 SE AWD,SUV / Crossover,A,Gasoline,AWD,2.0,4.0,I4,0,0,0,False,False,False,False,False,0.9030899869919435,0.0,58444.35500901569,1162.3550090156932
14400.0,2017.0,3.0,2020-06-04,32894.0,Honda,Civic,LX,Sedan,CVT,Gasoline,FWD,2.0,4.0,I4,0,0,0,False,False,False,False,False,4.517116688085895,9.0,16033.594559879164,1633.594559879164
12924.0,2015.0,5.0,2020-08-16,48522.0,Jeep,Renegade,Latitude 4WD,SUV / Crossover,M,Gasoline,4WD,2.4,4.0,I4,0,0,0,False,False,False,False,False,4.6859386934942595,25.0,15191.387936216788,2267.387936216788
14359.0,2018.0,2.0,2020-06-25,61981.0,Chevrolet,Malibu,LT FWD,Sedan,A,Gasoline,FWD,1.5,4.0,I4,0,0,0,False,False,False,False,False,4.792258578856773,4.0,15661.394543319491,1302.3945433194913
34949.0,2017.0,3.0,2020-08-28,24021.0,Lexus,RX 350,AWD,SUV / Crossover,A,Gasoline,AWD,3.5,6.0,V6,0,0,0,False,False,False,False,False,4.380591083226832,9.0,37551.60281889818,2602.60281889818
22000.0,2016.0,4.0,2020-08-21,81807.0,Mercedes-Benz,GLC-Class,GLC 300 4MATIC,SUV / Crossover,A,Gasoline,AWD,2.0,4.0,I4,0,0,0,False,False,False,False,False,4.912790466645709,16.0,23400.97313670603,1400.9731367060303
57535.0,2020.0,0.0,2020-07-01,11.0,Land Rover,Range Rover Evoque,P250 SE AWD,SUV / Crossover,A,Gasoline,AWD,2.0,4.0,I4,0,0,0,False,False,False,False,False,1.0413926851582251,0.0,57824.24125060015,289.2412506001492
18959.0,2017.0,3.0,2020-06-24,58971.0,Chevrolet,Traverse,1LT AWD,SUV / Crossover,A,Gasoline,AWD,3.6,6.0,V6,1,0,0,False,False,False,False,False,4.770638492383532,9.0,21500.001595788774,2541.0015957887736
77270.0,2020.0,0.0,2020-07-01,11.0,Land Rover,Range Rover Velar,P340 R-Dynamic S AWD,SUV / Crossover,A,Gasoline,AWD,3.0,6.0,V6,0,0,0,False,False,False,False,False,1.0413926851582251,0.0,72323.82525053674,-4946.174749463258
57000.0,2018.0,2.0,2020-08-20,19652.0,Dodge,Charger,SRT Hellcat RWD,Sedan,A,Gasoline,RWD,6.2,8.0,V8,0,0,0,False,False,False,False,False,4.293406755462784,4.0,59464.82416638254,2464.8241663825393
77885.0,2020.0,0.0,2020-03-06,11.0,Land Rover,Discovery,V6 HSE Luxury AWD,SUV / Crossover,A,Gasoline,AWD,3.0,6.0,V6,0,0,0,False,False,False,False,False,1.0413926851582251,0.0,70755.73550851544,-7129.264491484559
16924.0,2018.0,2.0,2020-07-18,44244.0,Chevrolet,Equinox,1.5T LT AWD,SUV / Crossover,A,Gasoline,4WD,1.5,4.0,I4,0,0,0,False,False,False,False,False,4.645854383653742,4.0,19233.91071460395,2309.9107146039496
32195.0,2019.0,0.0,2019-06-20,17.0,Mazda,MAZDA3,Premium Sedan FWD,Sedan,A,Gasoline,FWD,2.5,4.0,I4,0,0,0,False,False,False,False,False,1.2304489213782739,0.0,26752.97385062529,-5442.026149374709
31841.0,2017.0,3.0,2020-07-09,31041.0,Chevrolet,Silverado 1500,LT Double Cab 4WD,Pickup Truck,A,Gasoline,4WD,5.3,8.0,V8,0,0,0,False,False,False,False,False,4.491935703806716,9.0,33561.533957357555,1720.5339573575548
57535.0,2020.0,0.0,2020-07-01,10.0,Land Rover,Range Rover Evoque,P250 SE AWD,SUV / Crossover,A,Gasoline,AWD,2.0,4.0,I4,0,0,0,False,False,False,False,False,1.0,0.0,58065.12422707247,530.1242270724688
15500.0,2019.0,1.0,2020-08-20,28241.0,Kia,Optima,LX FWD,Sedan,A,Gasoline,FWD,2.4,4.0,I4,1,0,0,False,False,False,False,False,4.450880070807271,1.0,16394.61731344219,894.6173134421915
25000.0,2016.0,4.0,2020-09-03,53326.0,Ford,Explorer,Sport 4WD,SUV / Crossover,A,Gasoline,AWD,3.5,6.0,V6,0,0,0,False,False,False,False,False,4.726939008339184,16.0,27875.490239252875,2875.4902392528747
20439.0,2019.0,1.0,2020-08-03,4742.0,Chevrolet,Equinox,1.5T LT FWD,SUV / Crossover,A,Gasoline,FWD,1.5,4.0,I4,0,0,0,False,False,False,False,False,3.675961549642169,1.0,22674.269141399946,2235.2691413999455
32195.0,2019.0,0.0,2019-06-20,12.0,Mazda,MAZDA3,Premium Sedan FWD,Sedan,A,Gasoline,FWD,2.5,4.0,I4,0,0,0,False,False,False,False,False,1.0791812460476249,0.0,26976.26013224468,-5218.739867755321
56200.0,2018.0,2.0,2020-01-17,37415.0,Lincoln,Navigator,Reserve 4WD,SUV / Crossover,A,Gasoline,4WD,3.5,6.0,V6,0,0,0,False,False,False,False,False,4.5730457495590535,4.0,59062.57399628692,2862.5739962869193
22159.0,2018.0,2.0,2020-08-28,23175.0,Subaru,Outback,2.5i Premium AWD,Wagon,CVT,Gasoline,AWD,2.5,4.0,H4,0,0,0,False,False,False,False,False,4.365019742816535,4.0,24171.21064426664,2012.2106442666409
18500.0,2015.0,5.0,2020-08-20,81120.0,BMW,4 Series,435i xDrive Gran Coupe AWD,Sedan,A,Gasoline,AWD,3.0,6.0,I6,0,0,0,False,False,False,False,False,4.909127941989261,25.0,22709.210550083822,4209.210550083822
58655.0,2020.0,0.0,2020-03-06,7.0,Land Rover,Range Rover Evoque,P250 SE AWD,SUV / Crossover,A,Gasoline,AWD,2.0,4.0,I4,0,0,0,False,False,False,False,False,0.8450980400142568,0.0,58526.32243374039,-128.67756625961192
33700.0,2019.0,1.0,2020-07-05,42942.0,Jeep,Grand Cherokee,Trailhawk 4WD,SUV / Crossover,A,,4WD,5.7,,V6,0,0,0,False,False,False,False,True,4.632882267597586,1.0,34445.47313436811,745.4731343681124
80380.0,2020.0,0.0,2020-01-23,13.0,Land Rover,Discovery,Td6 HSE Luxury AWD,SUV / Crossover,A,Diesel,AWD,3.0,6.0,V6 DIESEL,0,0,0,False,False,False,False,False,1.1139433523068367,0.0,70448.20874655877,-9931.791253441232
58200.0,2018.0,2.0,2020-07-13,21803.0,Mercedes-Benz,GLE-Class,GLE AMG 43 4MATIC Coupe,SUV / Crossover,A,Gasoline,AWD,3.0,6.0,V6,0,0,0,False,False,False,False,False,4.338516254788366,4.0,61327.60509505991,3127.605095059909
43859.0,2016.0,4.0,2020-08-24,45058.0,Cadillac,Escalade,Luxury 4WD,SUV / Crossover,A,Gasoline,4WD,6.2,8.0,V8,0,0,0,False,False,False,False,False,4.653771910684735,16.0,47328.781988241084,3469.781988241084
32195.0,2019.0,0.0,2019-06-20,19.0,Mazda,MAZDA3,Premium Sedan FWD,Sedan,A,Gasoline,FWD,2.5,4.0,I4,0,0,0,False,False,False,False,False,1.2787536009528289,0.0,26488.702761097134,-5706.2972389028655
81295.0,2020.0,0.0,2020-08-27,5.0,Land Rover,Range Rover Velar,P380 R-Dynamic HSE AWD,SUV / Crossover,A,Gasoline,AWD,3.0,6.0,V6,0,0,0,False,False,False,False,False,0.6989700043360189,0.0,73524.58536077013,-7770.414639229872
58975.0,2020.0,0.0,2020-08-15,8.0,Land Rover,Range Rover Evoque,P250 First Edition AWD,SUV / Crossover,A,Gasoline,AWD,2.0,4.0,I4,0,0,0,False,False,False,False,False,0.9030899869919435,0.0,56934.21117342449,-2040.78882657551
